Aarseth, Paul
Wada, Hajime
Wade, Vincent
Wagacha, Peter Waiganjo
Wagner, Joachim
Wahlster, Wolfgang
Wahrolen, Bengt
Waibel, Alex
Wakana, Takahiro
Wakao, Takahiro
Wakita, Toshiyuki
Waldinger, Richard
Waldron, Benjamin
Wales, Roger
Walker, Derek
Walkerdine, James
Walker, Donald E.
Walker, Edward
Walker, Elbert
Walker, Kevin
Wallenberg, Joel
Wallington, Alan
Wallington, Alan M.
Wallis, Michael
Walsh, Michael
Walter, Stephan
Walther, Markus
Walther, Maxkus
Waltz, David L.
Wandmacher, Tonio
Wang, Arthur
Wang, Bin
Wang, Bo
Wang, Chao
Wang, Chi-Shing
Wang, Chi-Yung
Wang, Chun-Hung
Wang, Dingding
Wang, Gang
Wang, Guangwei
Wang, Haifeng
Wang, Honglin
Wang, Hongling
Wang, Houfeng
Wang, Hsin-Min
Wang, Huan
Wang, Jianqiang
Wang, Kuansan
Wang, Liang-Jyh
Wang, Meng
Wang, Mengqiu
Wang, Patrick
Wang, Qian
Wang, Ren-Jr
Wang, Richard C.
Wang, Rui
Wang, Shan
Wang, Shaojun
Wang, Shilong
Wang, Weiguo
Wang, William S. Y.
Wang, Xia
Wang, Xiaofeng
Wang, Xiaojie
Wang, Xiaolin
Wang, Xiaolong
Wang, Xin
Wang, Xinglong
Wang, Xinhao
Wang, Xuan
Wang, Xuanhui
Wang, Yefeng
Wang, Ye-Yi
Wang, Yong
Wang, Yong-Cheng
Wang, Yu-Chun
Wang, Yue
Wang, Zhen
Wang, Zhenxing
Wang, Zhiqiang
Wang, Zhongjian
Wang, Zhuoran
Wanner, Leo
Wan, Stephen
Wan, Xiaojun
Ward, Arthur
Ward, Nigel
Ward, Todd
Ward, Wayne H.
Wareham, Todd
Warren, David H. D.
Warren, David Scott
Washburn, Clay
Washtell, Justin
Wasow, Thomas
Wasson, Mark
Watanabe, Hideo
Watanabe, Satoru
Watanabe, Takao
Watanabe, Taro
Watanabe, Tomohiro
Watanabe, Yasuhiko
Watanabe, Yotaro
Waterman, Scott
Waters, Richard C.
Watkinson, Stephen
Watson, Bruce W.
Watson, Gordon
Watson, Matt
Watson, Richard E.
Wauchope, Kenneth
Way, Andy
Wayne, Charles L.
Wazinski, Peter
Weale, Timothy
Webber, Howard R.
Webb, Nick
Weber, David J.
Weber, Hans
Weber, Heinz J.
Weber, Nicolas
Weber, Volker
Webster, Jonathan J.
Webster, Mort
Wechsler, Allan
Wedekind, Jurgen
Wedel, Andrew
Weeber, Marc
Weeks, Rollin V.
Weerasinghe, Ruvan
Weerkamp, Wouter
Weese, Jonathan
Wegstein, Werner
Wehrle, Thomas
Wehrli, Eric
Weichselbraun, Albert
Weidenbacher, Ulrich
Weide, Robert
Wei, Furu
Weijters, Ton
Weikum, Gerhard
Weilhammer, Karl
Weimer, Markus
Weinberger, Steven H.
Weinstein, Clifford J.
Weinstein, Scott
Weinstein, Steven P.
Weintraub, Mitchel
Weir, Carl
Weir, David
Weir, David J.
Weischedel, Ralph M.
Weise, David
Weiss, Brian
Weissenbacher, Davy
Weiss, Stephen F.
Weisweber, Wilhelm
Wei, Xing
Wei, Yu-Chuan
Weld, Daniel
Welgama, Viraj
Wellington, Benjamin
Wellner, Benjamin
Wellner, Pierre
Wells, Mike
Weltman, Jerry
Weng, Fuliang
Wen, Ji-Rong
Wen, Juan
Wenliang, Chen
Wentland, Wolodja
Wen-Xin, Wang
Werff, Laurens van der
Wermter, Joachim
Wermter, Stefan
Werner, Eric
Wesseling, Wieneke
Westbrook, David
Westerlund, Torbj�rn
Weston, Jason
Westphal, Martin
Wettler, Manfred
we, Welf
White, Christopher M.
White, George M.
Whitehouse, Kamin
White, John S.
Whitelaw, Casey
Whitelock, Pete
Whitelock, Pete J.
White, Michael
White, Noah
White, Peter
White, Ryan
Whitman, Brian
Whitney, Paul
Whittaker, Edward W. D.
Whittaker, Steve
Whittemore, Greg
Whyte, Bill
Wible, David
Wicentowski, Richard
Wick, Michael
Widdows, Dominic
Widlocher, Antoine
Wiegand, Michael
Wieling, Martijn
Wiemer-Hastings, Peter
Wiersma, Wybo
Wiese, Richard
Wightman, Colin
Wilbur, Ronnie B.
Wilbur, W. John
Wilcock, Graham
Wilcox, Che
Wilensky, Robert
Wilkens, Rolf
Wilkerson, John
Wilkinson, Ross
Wilks, Yorick
Will, Craig A.
Willems, Yves
Willett, Peter
William, Scott
Williams, David
Williams, Jason
Williams, John
Williams, Ken
Williams, Robert
Willis, Alistair
Wilms, Geert Jan
Wilpon, Jay G.
Wilson, Andrew
Wilson, George
Wilson, Harold
Wilson, Stephen
Wilson, Terry
Wilson V, James M.
Wilson, William H.
Wilton, Murray T.
Windhouwer, Menzo
Winiwarter, Werner
Winkel, Adam
Winkelmann, Gunter
Winkler, Thomas
Winnemoller, Ronald
Winograd, Terry
Winterboer, Andi
Winters, Scott
Winter, Yoad
Wiren, Mats
Wirth, Michael
Wise, Bowden
Wise, G. Bowden
Witbrock, Michael J.
Witkam, Toon
Witschel, Hans Friedrich
Witt, Andreas
Wittek, Peter
Wittenburg, Kent
Wittenburg, Peter
Witten, Ian H.
Woelfel, Joseph
Woelfel, Matthias
Wojcik, Richard H.
Wolf, Brian
Wolf, Chris
Wolff, Christian
Wolf, Florian
Wolf, Peter
Wolinski, Francis
Wong, Daniel
Wong, Fai
Wong, Jimmy
Wong, Kam-Fai
Wong, Kim-Fai
Wong, Percy Ping-Wai
Wong, Raymond K.
Wong, Wern
Wong, William
Wong, Wilson
Wong, Yuk Wah
Woo, Chong Woo
Wood, Gordon R.
Woodland, P. C.
Woods, R. C.
Woods, William A.
Wooldridge, Michael
Woolley, G. H.
Worm, Karsten L.
Wothke, Klaus
Woyna, Adam G.
Wright, Jerry
Wright, Nick
Wright, Richard
Wroblewski, David A.
Wu, Andi
Wubben, Sander
Wu, Chia-Wei
Wu, Chien-Cheng
Wu, Chien-Ping
Wu, Chung-Hsien
Wu, Dan
Wu, Dekai
Wu, Haodong
Wu, Horng Jyh Paul
Wu, Hua
Wu, Mingli
Wu, Ming-Wen
Wunderlich, Dieter
Wunsch, Holger
Wu, Paul
Wu, Qiang
Wu, Shih-Hung
Wu, Stephen
Wutiwiwatchai, Chai
Wu, Weilin
Wu, Xian
Wu, Xiaofeng
Wu, Xiaohong
Wu, Yiu Kei
Wu, Yuanbin
Wu, Zhenyu
Wu, Zhibiao
Wynne, Martin
Wysoker, Alec
Xanthos, Aris
Xia, Fei
Xia, Hairong
Xiaohu, Liu
Xiao, Jianguo
Xiaojing, Bai
Xiao, Juan
XiaoLong, Wang
Xiao, Weimin
Xiao, Xinyan
Xia, Rui
Xia, Yingju
Xia, YingJu
Xia, Yiyuan
Xia, Yunqing
Xin, Chengsheng
Xing, Eric P.
Xing, Fei
Xi, Ning
Xinzhi, Chang
Xiong, Deyi
Xiong, Hao
Xiong, Miao
Xiong, Zhongyang
Xi, Xiaoming
Xuan-Jing, Huang
Xuan, Weijian
Xu, Bo
Xue, Nianwen
Xue, Xiangyang
Xu, Fang
Xu, Feiyu
Xu, Hongzhi
Xu, Hua
Xu, Jian-ming
Xu, Jinxi
Xu, Kui
Xu, Mingwei
Xu, Mingxing
Xun, Endong
Xu, Ruifeng
Xu, Sheng
Xu, Tan
Xu, Weiran
Xu, Yinghui
Xu, Zhiming
Xu, Zhonghui
Yaari, Yaakov
Yablonsky, Serge A.
Yada, Koji
Yadav, Vineet
Yaghi, Jim
Yaginuma, Yoshitomo
Yagisawa, Tsuyoshi
Yagi, Tsunekazu
Yaich, Elyes
Yalcinkaya, Ihsan
Yallop, Jeremy
Yamabana, Kiyoshi
Yamada, Atsushi
Yamada, Hiroshi
Yamada, Hiroyasu
Yamada, Hisao
Yamada, Ichiro
Yamada, Kenji
Yamada, Koichi
Yamada, Seiji
Yamada, Setsuo
Yamada, Takeshi
Yamada, Tomokazu
Yamaguchi, Masaya
Yamaji, Takahiro
Yamaji, Yusuke
Yamamoto, Akihiko
Yamamoto, Hirofumi
Yamamoto, Hirohumi
Yamamoto, Kaoru
Yamamoto, Kazuhide
Yamamoto, Kazumasa
Yamamoto, Masato
Yamamoto, Mikio
Yamamoto, Seiichi
Yamamoto, Tadashi
Yamane, Masaya
Yamanishi, Kenji
Yamano, Fumiyuki
Yamaoka, Takayuki
Yamasaki, Noriyuki
Yamashina, Masaki
Yamashita, Kazuyuki
Yamashita, Koichi
Yamashita, Tatsuo
Yamashita, Yoichi
Yamauchi, Hiroyuki
Yamazaki, Hiroki
Yamazaki, Takefumi
Yampol, Todd
Yamrom, Boris
Yamron, Jonathan
Yanagida, Masuzo
Yan, Baoshi
Yangarber, Roman
Yang, Changhua
Yang, Charles D.
Yang, Dong
Yang, Dongqiang
Yang, Duen-Chi
Yang, Guowen
Yang, Jianwu
Yang, Jie
Yang, Lingpeng
Yang, Qiang
Yang, Shiquan
Yang, Xiaofeng
Yang, Yiming
Yang, Yongsheng
Yang, Yuansheng
Yang, Yuhang
Yang, Zhongfa
Yan, Hao
Yan, Yongfeng
Yao, Jianmin
Yao, Tianfang
Yao, Tianshun
Yarowsky, David
Yaseen, Mustafa
Yasuda, Keiji
Yasuda, Norihito
Yasuhara, Hiroshi
Yasunaga, Hisashi
Yata, Yasunori
Yatbaz, Mehmet Ali
Yates, Alexander
Yates, D. M.
Yee, Lo Yuen
Yeh, Alex
Yeh, Alexander S.
Yeh, Ching-Long
Yeh, Eric
Yeh, Jui-Feng
Yeh, Kevin C.
Yencken, Lars
Ye, Patrick
Ye, Shiren
Yi, Byoung-Kee
Yih, Scott Wen-Tau
Yih, Wen-tau
Yilmazel, Ozgur
Yilmaz, Yasin
YingJu, Xia
Ying, Shiao
Yip, Kenneth Man-Kam
Yi, Wu Sok
Yi, Xing
Yli-Jyra, Anssi
Ylilammi, Matti
Yllmaz, Okan
Yngve, Victor H.
Yokoo, Akio
Yokota, Eiji
Yokoyama, Shoichi
Yonamine, Yasunori
Yona, Shlomo
Yoneoka, Mitsuhiro
Yonezaki, Naoki
Yonezawa, Akinori
Yoon, Do-Sang
Yoon, Juntae
Yoon, SinWon
Yoon, Taejin
Yoon, Taewan
Yooseph, Shibu
Yoshida, Kazuhiro
Yoshida, Keiichi
Yoshida, Minoru
Yoshida, Sho
Yoshie, Makoto
Yoshikawa, Katsumasa
Yoshikawa, Masatoshi
Yoshimi, Takehiko
Yoshimoto, Kei
Yoshimura, Kenji
Yoshinaga, Naoki
Yoshino, Toshiaki
Yoshioka, Osamu
Youd, Nick J.
You, Hyunjo
You, Jia-Ming
Young, Brian
Young, Mark A.
Young, R. Michael
Young, Robert
Young, S. J.
Young, Steve
Yousfi-Monod, Mehdi
Yuan, Chunfa
Yuan, Xiaojun
Yu, Bin
Yu, Dan
Yu, Dong
Yu, Edmund S.
Yue, Ming
Yuen, Denis
Yuen, Edmund
Yuen, Raymond W. M.
Yu, George
Yu, Hao
Yu, Hong-Kui
Yu, Hua
Yu, Kun
Yu, Liang-Chih
Yuret, Deniz
Yu, Shihong
Yu, Shiwen
Yu, Shi-Wen
Yusoff, Zaharin
Yusuf, Hammam R.
Yuura, Katsuhiko
Yu, Xiaofeng
Yu, Yeong-Ho
Yu, Yong
Yvon, Francois
Yvon, Fran�ois
Zaanen, Menno van
Zabokrtsky, Zdenek
Zacharski, Ron
Zadeh, Lotfi A.
Zadrozny, Wlodek
Zagibalov, Taras
Zaidan, Omar
Zaidan, Omar F.
Zaidel, Martin
Zaiss, Zachary
Zajac, Remi
Zajic, David
Zalizniak, A.
Zamanian, Alex
Zamchick, Gary
Zampolli, Antonio
Zancanaro, Massimo
Zanoli, Roberto
Zanzotto, Fabio Massimo
Zapirain, Be&#241
Zapirain, Be�at
Zaragoza, Hugo
Zarnfaller, F. L.
Zarrella, Guido
Zarriess, Sina
Zarri, Gian Piero
Zaslavskiy, Mikhail
Zavaliagkos, George
Zavarella, Vanni
Zavrel, Jakub
Zbib, Rabih
Zechner, Klaus
Zeevat, Henk
Zeiler, Shawn
Zeldes, Amir
Zelenko, Dmitry
Zelezny, Milos
Zeljkovic, Ilija
Zelon, Harvey
Zeman, Daniel
Zender, Hendrik
Zeng, Guangping
Zens, Richard
Zernik, Uri
Zesch, Torsten
Zettlemoyer, Luke
Zeyrek, Deniz
Zhai, ChengXiang
Zhai, Lufeng
Zhang, Chao
Zhang, Chen
Zhang, Dakun
Zhang, Guohua
Zhang, Guoqing
Zhang, Hao
Zhang, James
Zhang, Jason
Zhang, Jiajun
Zhang, Jian
Zhang, Jianfeng
Zhang, Jianping
Zhang, Junlin
Zhang, Kevin
Zhang, Meng
Zhang, Mingyao
Zhang, Qin
Zhang, Ruiqiang
Zhang, Xian
Zhang, Yaozhong
Zhang, Yao-zhong
Zhang, Yibo
Zhang, Yimin
Zhang, Yitao
Zhang, Yongkui
Zhang, Yue
Zhang, Yuqi
Zhan, Xuegang
Zhao, Hai
Zhao, Jian
Zhao, Jinglei
Zhao, Leon J.
Zhao, Shanheng
Zhao, Shaojun
Zhao, Sheng
Zhao, Shiqi
Zhao, Shubin
Zhao, Tiejun
Zhaoxiong, Chen
Zhao, Yong
Zhechev, Ventsislav
Zheng, Dequan
Zheng, Weimin
Zheng, Yabin
Zhengyu, Niu
Zheng, Zhaohui
Zheng, Zhiping
Zhong, Hua
Zhong, Zhi
Zhou, Bowen
Zhou, Deyu
Zhou, Dong
Zhou, Guodong
Zhou, GuoDong
Zhou, Joe F.
Zhou, Junsheng
Zhou, Liming
Zhou, Lixin
Zhou, Ming
Zhou, Qiang
Zhou, Xiaodong
Zhou, Yilu
Zhou, Yiping
Zhou, Yujian
Zhou, Zheng-Yu
Zhuang, Xiaodan
Zhuang, Ziming
Zhu, Conghui
Zhu, Honggang
Zhu, Jingbo
Zhu, Mingjie
Zhu, Muhua
Zhu, Qiaoming
Zhu, QiaoMing
Zhu, Qingsheng
Zhu, Wei-Jing
Zhu, Xiaodan
Zhu, Xiaojin
Ziedan, Ibrahim
Zielund, Thomas
Ziesche, Soenke
Ziff, Paul
Zimak, Dav
Zimmer, James
Zimmermann, Harald H.
Zini, Manuel
Zinn, Claus
Zissman, Marc
Zitouni, Imed
Zivov, Victor
Zock, Michael
Zollmann, Andreas
Zoltan, Szabo
Zong, Chengqing
Zorn, Hans-Peter
Zou, Bo
Zribi, Adnane
Zschorn, Andrew
Zubiaga, Alex
Zubiaga, Arkaitz
Zubizarreta Aizpuru, J. R.
Zue, Victor W.
Zuidema, Willem
Zwarts, Simon
Zweigenbaum, Pierre
Zweig, Geoffrey
Zweig, George
